timestep,region,system,id,variable,value,i
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0,2
2040,DE,solar < rooftopInd,,capaConv,0.016703179,2
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0,2
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.351974796,2
2040,DE,solar < rooftopResi,,capaConv,0.016516996,2
2040,DE,wind < onshore,,capaConv,86.46258665,2
2040,DE,ocgt < ocgtH2,,capaConv,0.302300945,2
2040,DE,solar < openspace,,capaConv,0.016768929,2
2040,DE,battery < redoxBattery,1,capaStOut,0.532913503,2
2040,DE,battery < redoxBattery,1,capaStSize,0.053294524,2
2040,DE,battery < redoxBattery,1,capaStIn,0.532912947,2
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000135307,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.135307754,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000135307,2
2040,DE,ocgt < ocgtGas,,capaConv,0.302300945,2
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0,2
2040,DE,wind < offshore,,capaConv,21.2197937,2
2040,DE,battery < lithiumBattery,1,capaStOut,0.700243146,2
2040,DE,battery < lithiumBattery,1,capaStSize,0.070026702,2
2040,DE,battery < lithiumBattery,1,capaStIn,0.700242415,2
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0,2
2040,DE,solar < rooftopInd,,capaConv,0.016703179,2
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0,2
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.351974796,2
2040,DE,solar < rooftopResi,,capaConv,0.016516996,2
2040,DE,wind < onshore,,capaConv,86.46258665,2
2040,DE,ocgt < ocgtH2,,capaConv,0.302300945,2
2040,DE,solar < openspace,,capaConv,0.016768929,2
2040,DE,battery < redoxBattery,1,capaStOut,0.532913503,2
2040,DE,battery < redoxBattery,1,capaStSize,0.053294524,2
2040,DE,battery < redoxBattery,1,capaStIn,0.532912947,2
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000135307,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.135307754,2
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000135307,2
2040,DE,ocgt < ocgtGas,,capaConv,0.302300945,2
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0,2
2040,DE,wind < offshore,,capaConv,21.2197937,2
2040,DE,battery < lithiumBattery,1,capaStOut,0.700243146,2
2040,DE,battery < lithiumBattery,1,capaStSize,0.070026702,2
2040,DE,battery < lithiumBattery,1,capaStIn,0.700242415,2
none,none,none,none,objectiveValue,102323.3905,2
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-312.4114883,2
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,2
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-328.5028327,2
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,2
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,2
2040,DE,wind < onshore,,capaConvDual,-5491.891125,2
2040,DE,ocgt < ocgtH2,,capaConvDual,-4630.45673,2
2040,DE,solar < openspace,,capaConvDual,-411.7587946,2
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31134345,2
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,2
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConvDual,-180.6683361,2
2040,DE,wind < offshore,,capaConvDual,-5491.891125,2
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.1545282,2
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-312.4114883,2
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,2
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-328.5028327,2
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,2
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,2
2040,DE,wind < onshore,,capaConvDual,-5491.891125,2
2040,DE,ocgt < ocgtH2,,capaConvDual,-4630.45673,2
2040,DE,solar < openspace,,capaConvDual,-411.7587946,2
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31134345,2
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,2
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConvDual,-180.6683361,2
2040,DE,wind < offshore,,capaConvDual,-5491.891125,2
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.1545282,2
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.036233672,3
2040,DE,solar < rooftopInd,,capaConv,0.061630777,3
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.039687655,3
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.660931846,3
2040,DE,solar < rooftopResi,,capaConv,0.0609433,3
2040,DE,wind < onshore,,capaConv,86.46258733,3
2040,DE,ocgt < ocgtH2,,capaConv,1.085063617,3
2040,DE,solar < openspace,,capaConv,0.0618736,3
2040,DE,battery < redoxBattery,1,capaStOut,0.529919881,3
2040,DE,battery < redoxBattery,1,capaStSize,0.053610882,3
2040,DE,battery < redoxBattery,1,capaStIn,0.529919881,3
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,5.27E-06,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.005274851,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,5.27E-06,3
2040,DE,ocgt < ocgtGas,,capaConv,0.489704815,3
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.022997156,3
2040,DE,wind < offshore,,capaConv,21.89671609,3
2040,DE,battery < lithiumBattery,1,capaStOut,0.699846817,3
2040,DE,battery < lithiumBattery,1,capaStSize,0.070581487,3
2040,DE,battery < lithiumBattery,1,capaStIn,0.699846817,3
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.036233672,3
2040,DE,solar < rooftopInd,,capaConv,0.061630777,3
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.039687655,3
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.660931846,3
2040,DE,solar < rooftopResi,,capaConv,0.0609433,3
2040,DE,wind < onshore,,capaConv,86.46258733,3
2040,DE,ocgt < ocgtH2,,capaConv,1.085063617,3
2040,DE,solar < openspace,,capaConv,0.0618736,3
2040,DE,battery < redoxBattery,1,capaStOut,0.529919881,3
2040,DE,battery < redoxBattery,1,capaStSize,0.053610882,3
2040,DE,battery < redoxBattery,1,capaStIn,0.529919881,3
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,5.27E-06,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.005274851,3
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,5.27E-06,3
2040,DE,ocgt < ocgtGas,,capaConv,0.489704815,3
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.022997156,3
2040,DE,wind < offshore,,capaConv,21.89671609,3
2040,DE,battery < lithiumBattery,1,capaStOut,0.699846817,3
2040,DE,battery < lithiumBattery,1,capaStSize,0.070581487,3
2040,DE,battery < lithiumBattery,1,capaStIn,0.699846817,3
none,none,none,none,objectiveValue,94177.16889,3
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910912,3
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,3
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028637,3
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,3
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,3
2040,DE,wind < onshore,,capaConvDual,-5337.62021,3
2040,DE,ocgt < ocgtH2,,capaConvDual,-4508.2139,3
2040,DE,solar < openspace,,capaConvDual,-411.7587946,3
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.3301289,3
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,3
2040,DE,wind < offshore,,capaConvDual,-5337.62021,3
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.17141884,3
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910912,3
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,3
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028637,3
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,3
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,3
2040,DE,wind < onshore,,capaConvDual,-5337.62021,3
2040,DE,ocgt < ocgtH2,,capaConvDual,-4508.2139,3
2040,DE,solar < openspace,,capaConvDual,-411.7587946,3
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.3301289,3
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,3
2040,DE,wind < offshore,,capaConvDual,-5337.62021,3
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.17141884,3
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.061147859,4
2040,DE,solar < rooftopInd,,capaConv,0.108241454,4
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.067531582,4
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.978482133,4
2040,DE,solar < rooftopResi,,capaConv,0.107033934,4
2040,DE,wind < onshore,,capaConv,86.46258723,4
2040,DE,ocgt < ocgtH2,,capaConv,1.885765108,4
2040,DE,solar < openspace,,capaConv,0.108667955,4
2040,DE,battery < redoxBattery,1,capaStOut,0.526771472,4
2040,DE,battery < redoxBattery,1,capaStSize,0.054380401,4
2040,DE,battery < redoxBattery,1,capaStIn,0.526771472,4
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000841579,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.841581233,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000841579,4
2040,DE,ocgt < ocgtGas,,capaConv,0.681572228,4
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.02157233,4
2040,DE,wind < offshore,,capaConv,22.58441997,4
2040,DE,battery < lithiumBattery,1,capaStOut,0.699392751,4
2040,DE,battery < lithiumBattery,1,capaStSize,0.071627992,4
2040,DE,battery < lithiumBattery,1,capaStIn,0.69939275,4
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.061147859,4
2040,DE,solar < rooftopInd,,capaConv,0.108241454,4
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.067531582,4
2040,DE,engine < enginePeak < gasEngine,,capaConv,0.978482133,4
2040,DE,solar < rooftopResi,,capaConv,0.107033934,4
2040,DE,wind < onshore,,capaConv,86.46258723,4
2040,DE,ocgt < ocgtH2,,capaConv,1.885765108,4
2040,DE,solar < openspace,,capaConv,0.108667955,4
2040,DE,battery < redoxBattery,1,capaStOut,0.526771472,4
2040,DE,battery < redoxBattery,1,capaStSize,0.054380401,4
2040,DE,battery < redoxBattery,1,capaStIn,0.526771472,4
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000841579,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.841581233,4
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000841579,4
2040,DE,ocgt < ocgtGas,,capaConv,0.681572228,4
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.02157233,4
2040,DE,wind < offshore,,capaConv,22.58441997,4
2040,DE,battery < lithiumBattery,1,capaStOut,0.699392751,4
2040,DE,battery < lithiumBattery,1,capaStSize,0.071627992,4
2040,DE,battery < lithiumBattery,1,capaStIn,0.69939275,4
none,none,none,none,objectiveValue,85880.09119,4
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910964,4
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,4
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028701,4
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,4
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,4
2040,DE,wind < onshore,,capaConvDual,-5337.62021,4
2040,DE,ocgt < ocgtH2,,capaConvDual,-4508.2139,4
2040,DE,solar < openspace,,capaConvDual,-411.7587946,4
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.33007846,4
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,4
2040,DE,wind < offshore,,capaConvDual,-5337.62021,4
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.17143566,4
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910964,4
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,4
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028701,4
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-2117.745263,4
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,4
2040,DE,wind < onshore,,capaConvDual,-5337.62021,4
2040,DE,ocgt < ocgtH2,,capaConvDual,-4508.2139,4
2040,DE,solar < openspace,,capaConvDual,-411.7587946,4
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.33007846,4
2040,DE,ocgt < ocgtGas,,capaConvDual,-1404.744347,4
2040,DE,wind < offshore,,capaConvDual,-5337.62021,4
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.17143566,4
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.086545046,5
2040,DE,solar < rooftopInd,,capaConv,0.155762025,5
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.095916337,5
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.302191483,5
2040,DE,solar < rooftopResi,,capaConv,0.154024272,5
2040,DE,wind < onshore,,capaConv,86.46258733,5
2040,DE,ocgt < ocgtH2,,capaConv,2.702087504,5
2040,DE,solar < openspace,,capaConv,0.156375773,5
2040,DE,battery < redoxBattery,1,capaStOut,0.523607192,5
2040,DE,battery < redoxBattery,1,capaStSize,0.054700463,5
2040,DE,battery < redoxBattery,1,capaStIn,0.523609309,5
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,2.37E-05,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.023660535,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,2.37E-05,5
2040,DE,ocgt < ocgtGas,,capaConv,0.87719391,5
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.020097347,5
2040,DE,wind < offshore,,capaConv,23.28552641,5
2040,DE,battery < lithiumBattery,1,capaStOut,0.698976008,5
2040,DE,battery < lithiumBattery,1,capaStSize,0.072229032,5
2040,DE,battery < lithiumBattery,1,capaStIn,0.698978833,5
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.086545046,5
2040,DE,solar < rooftopInd,,capaConv,0.155762025,5
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.095916337,5
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.302191483,5
2040,DE,solar < rooftopResi,,capaConv,0.154024272,5
2040,DE,wind < onshore,,capaConv,86.46258733,5
2040,DE,ocgt < ocgtH2,,capaConv,2.702087504,5
2040,DE,solar < openspace,,capaConv,0.156375773,5
2040,DE,battery < redoxBattery,1,capaStOut,0.523607192,5
2040,DE,battery < redoxBattery,1,capaStSize,0.054700463,5
2040,DE,battery < redoxBattery,1,capaStIn,0.523609309,5
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,2.37E-05,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.023660535,5
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,2.37E-05,5
2040,DE,ocgt < ocgtGas,,capaConv,0.87719391,5
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.020097347,5
2040,DE,wind < offshore,,capaConv,23.28552641,5
2040,DE,battery < lithiumBattery,1,capaStOut,0.698976008,5
2040,DE,battery < lithiumBattery,1,capaStSize,0.072229032,5
2040,DE,battery < lithiumBattery,1,capaStIn,0.698978833,5
none,none,none,none,objectiveValue,77447.65095,5
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910972,5
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,5
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.002871,5
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1969.057141,5
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,5
2040,DE,wind < onshore,,capaConvDual,-5207.239239,5
2040,DE,ocgt < ocgtH2,,capaConvDual,-4380.509869,5
2040,DE,solar < openspace,,capaConvDual,-411.7587946,5
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31135536,5
2040,DE,ocgt < ocgtGas,,capaConvDual,-1277.040316,5
2040,DE,wind < offshore,,capaConvDual,-5207.239239,5
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.15206053,5
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910972,5
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,5
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.002871,5
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1969.057141,5
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,5
2040,DE,wind < onshore,,capaConvDual,-5207.239239,5
2040,DE,ocgt < ocgtH2,,capaConvDual,-4380.509869,5
2040,DE,solar < openspace,,capaConvDual,-411.7587946,5
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31135536,5
2040,DE,ocgt < ocgtGas,,capaConvDual,-1277.040316,5
2040,DE,wind < offshore,,capaConvDual,-5207.239239,5
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.15206053,5
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.113046922,6
2040,DE,solar < rooftopInd,,capaConv,0.205213429,6
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.125533189,6
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.623045231,6
2040,DE,solar < rooftopResi,,capaConv,0.202922663,6
2040,DE,wind < onshore,,capaConv,86.46258716,6
2040,DE,ocgt < ocgtH2,,capaConv,3.539135713,6
2040,DE,solar < openspace,,capaConv,0.206023929,6
2040,DE,battery < redoxBattery,1,capaStOut,0.520307948,6
2040,DE,battery < redoxBattery,1,capaStSize,0.055084086,6
2040,DE,battery < redoxBattery,1,capaStIn,0.520307948,6
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000360905,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.360906289,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000360905,6
2040,DE,ocgt < ocgtGas,,capaConv,1.068277771,6
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.018587357,6
2040,DE,wind < offshore,,capaConv,24.00095475,6
2040,DE,battery < lithiumBattery,1,capaStOut,0.698542003,6
2040,DE,battery < lithiumBattery,1,capaStSize,0.072945778,6
2040,DE,battery < lithiumBattery,1,capaStIn,0.698542003,6
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.113046922,6
2040,DE,solar < rooftopInd,,capaConv,0.205213429,6
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.125533189,6
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.623045231,6
2040,DE,solar < rooftopResi,,capaConv,0.202922663,6
2040,DE,wind < onshore,,capaConv,86.46258716,6
2040,DE,ocgt < ocgtH2,,capaConv,3.539135713,6
2040,DE,solar < openspace,,capaConv,0.206023929,6
2040,DE,battery < redoxBattery,1,capaStOut,0.520307948,6
2040,DE,battery < redoxBattery,1,capaStSize,0.055084086,6
2040,DE,battery < redoxBattery,1,capaStIn,0.520307948,6
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.000360905,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.360906289,6
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.000360905,6
2040,DE,ocgt < ocgtGas,,capaConv,1.068277771,6
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.018587357,6
2040,DE,wind < offshore,,capaConv,24.00095475,6
2040,DE,battery < lithiumBattery,1,capaStOut,0.698542003,6
2040,DE,battery < lithiumBattery,1,capaStSize,0.072945778,6
2040,DE,battery < lithiumBattery,1,capaStIn,0.698542003,6
none,none,none,none,objectiveValue,69202.02471,6
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910973,6
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,6
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028711,6
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1850.878905,6
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,6
2040,DE,wind < onshore,,capaConvDual,-5086.544037,6
2040,DE,ocgt < ocgtH2,,capaConvDual,-4279.009917,6
2040,DE,solar < openspace,,capaConvDual,-411.7587946,6
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.29264356,6
2040,DE,ocgt < ocgtGas,,capaConvDual,-1213.1883,6
2040,DE,wind < offshore,,capaConvDual,-5086.544037,6
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.13518483,6
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910973,6
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,6
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028711,6
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1850.878905,6
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,6
2040,DE,wind < onshore,,capaConvDual,-5086.544037,6
2040,DE,ocgt < ocgtH2,,capaConvDual,-4279.009917,6
2040,DE,solar < openspace,,capaConvDual,-411.7587946,6
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.29264356,6
2040,DE,ocgt < ocgtGas,,capaConvDual,-1213.1883,6
2040,DE,wind < offshore,,capaConvDual,-5086.544037,6
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.13518483,6
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.140943358,7
2040,DE,solar < rooftopInd,,capaConv,0.257214157,7
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.156711177,7
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.945783114,7
2040,DE,solar < rooftopResi,,capaConv,0.254340981,7
2040,DE,wind < onshore,,capaConv,86.46258732,7
2040,DE,ocgt < ocgtH2,,capaConv,4.397204278,7
2040,DE,solar < openspace,,capaConv,0.258230323,7
2040,DE,battery < redoxBattery,1,capaStOut,0.516832087,7
2040,DE,battery < redoxBattery,1,capaStSize,0.055713426,7
2040,DE,battery < redoxBattery,1,capaStIn,0.516832087,7
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,4.00E-05,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.039958918,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,4.00E-05,7
2040,DE,ocgt < ocgtGas,,capaConv,1.261260718,7
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.016967879,7
2040,DE,wind < offshore,,capaConv,24.72655523,7
2040,DE,battery < lithiumBattery,1,capaStOut,0.698084052,7
2040,DE,battery < lithiumBattery,1,capaStSize,0.073947375,7
2040,DE,battery < lithiumBattery,1,capaStIn,0.698084052,7
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.140943358,7
2040,DE,solar < rooftopInd,,capaConv,0.257214157,7
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.156711177,7
2040,DE,engine < enginePeak < gasEngine,,capaConv,1.945783114,7
2040,DE,solar < rooftopResi,,capaConv,0.254340981,7
2040,DE,wind < onshore,,capaConv,86.46258732,7
2040,DE,ocgt < ocgtH2,,capaConv,4.397204278,7
2040,DE,solar < openspace,,capaConv,0.258230323,7
2040,DE,battery < redoxBattery,1,capaStOut,0.516832087,7
2040,DE,battery < redoxBattery,1,capaStSize,0.055713426,7
2040,DE,battery < redoxBattery,1,capaStIn,0.516832087,7
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,4.00E-05,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,0.039958918,7
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,4.00E-05,7
2040,DE,ocgt < ocgtGas,,capaConv,1.261260718,7
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,0.016967879,7
2040,DE,wind < offshore,,capaConv,24.72655523,7
2040,DE,battery < lithiumBattery,1,capaStOut,0.698084052,7
2040,DE,battery < lithiumBattery,1,capaStSize,0.073947375,7
2040,DE,battery < lithiumBattery,1,capaStIn,0.698084052,7
none,none,none,none,objectiveValue,61245.0213,7
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910977,7
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,7
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028716,7
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1754.617757,7
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,7
2040,DE,wind < onshore,,capaConvDual,-4718.764527,7
2040,DE,ocgt < ocgtH2,,capaConvDual,-3951.848274,7
2040,DE,solar < openspace,,capaConvDual,-411.7587946,7
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31023825,7
2040,DE,ocgt < ocgtGas,,capaConvDual,-1149.336284,7
2040,DE,wind < offshore,,capaConvDual,-4718.764527,7
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.15368553,7
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConvDual,-316.6910977,7
2040,DE,solar < rooftopInd,,capaConvDual,-411.7587946,7
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConvDual,-333.0028716,7
2040,DE,engine < enginePeak < gasEngine,,capaConvDual,-1754.617757,7
2040,DE,solar < rooftopResi,,capaConvDual,-411.7587946,7
2040,DE,wind < onshore,,capaConvDual,-4718.764527,7
2040,DE,ocgt < ocgtH2,,capaConvDual,-3951.848274,7
2040,DE,solar < openspace,,capaConvDual,-411.7587946,7
2040,DE,battery < redoxBattery,1,capaStSizeDual,-12.31023825,7
2040,DE,ocgt < ocgtGas,,capaConvDual,-1149.336284,7
2040,DE,wind < offshore,,capaConvDual,-4718.764527,7
2040,DE,battery < lithiumBattery,1,capaStSizeDual,-16.15368553,7
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,0.170922563,8
2040,DE,solar < rooftopInd,,capaConv,0.312604016,8
2040,DE,powerToX < electrolysis < alkElectrolysis,,capaConv,0.19021687,8
2040,DE,engine < enginePeak < gasEngine,,capaConv,2.281889557,8
2040,DE,solar < rooftopResi,,capaConv,0.309104953,8
2040,DE,wind < onshore,,capaConv,86.46258728,8
